L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_cache
L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_mirage
L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_overpass
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_fapescape_rote_b2.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_fapescape_rote_b3.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_fapescape_rote_v1.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_fapescape_rote_v1_1.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_fapescape_rote_v1_2.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_cosmo_canyon_go_t5 - 副本.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_cosmo_canyon_go_t5.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_cosmo_canyon_v1_1_csgo.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_cosmo_canyon_v4fix_x2.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_FFVII_Mako_Reactor_p82.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_FFVII_Mako_Reactor_p83.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_FFVII_Mako_Reactor_p84.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_FFVII_Mako_Reactor_p855.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_mako_reactor_v5_3.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffvii_mako_reactor_v5_3_v4.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_feywood_b3_1_e2_2.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_feywood_b3_1_n.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_feywood_b3_1_t1.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_feywood_b3_1_x4_custom.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_3_ps1_2.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_4_g.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_5.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_6.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_7.bsp
L 07/31/2018 - 17:00:59: [mapfile_clear.smx] delete maps/ze_ffxii_ridorana_caratact_b3_ps4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_ridorana_cataract_b3_ps9.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_FFXII_Ridorana_Cataract_B4_ps3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v7_2_e2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v7_2_e2_fix.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v7_2_e2_fix2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v7_2_e2_n_93x.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v7_2_e6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v8zeta1_x12.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v8zeta1_x14.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v8zeta1_x6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_10.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_6_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_7_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_8.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v2_8B.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v3_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v3_6f.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v3_8.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v3_9.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_5f.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_5zz.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_7.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_ffxiv_wanderers_palace_v4_9.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_a5_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_b1f.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_10.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_10f.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_11ff.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_11fff.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_9_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_gris_v1_9_8.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_harry_potter_t.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_italy_town_v3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_l0v0l_a7_csgo1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_l0v0l_a7_csgo3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b5_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b5_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b5_beta.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b6_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b6_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_laser_island_b6_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_legoland_crackheads_v2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lila_panic_escape_v1_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lotr_minas_tirith_v3_3_ps28.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lotr_minas_tirith_v3_3_ps36.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_LOTR_Minas_Tirith_v3_3_ps38.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lotr_minas_tirith_v3_3_th23.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lotr_minas_tirith_v3_3_th26.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_LOTR_Minas_Tirith_v3_3_ths_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_lotr_mount_doom_v3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_luck_matters_v2g.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_paper_escaper_p2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_paper_escaper_p5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_paper_escaper_p6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_paranoid_rezurrection_v11_9_ps12.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v3_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v6_3_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v7.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v7_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v7_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v8_t5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_Predator_Ultimate_p5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_Predator_Ultimate_p6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_predator_ultimate_v3_p3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_project_alcaria_v1_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_project_alcaria_v1_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_project_alcaria_v1_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_rizomata_a43.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_11.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_13.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_15.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_16 - 副本.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_16.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_17.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_19.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_21.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_7.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v4_9.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5_b1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5_b2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5_b4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v5_b5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v6_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_roof_adventure_v6_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sandstorm_go_b4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sandstorm_go_b5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sandstorm_v7_1_e2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sandstorm_v7_1_e4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_santassination_v2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest2_b4_e7.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest2_b5_e1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest2_b5_e2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest_v3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest_v4_4fix_e4 - 副本.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest_v4_4fix_e4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest_v4_4fix_e6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_shroomforest_v4_5_e3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sit_caelum_paradisus_b6_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sky_athletic_adv_v9_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sky_athletic_adv_v9_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_sky_athletic_adv_v9_6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_stalker_ultimate_v4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_stalker_ultimate_v4_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_starwars_v1_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_starwars_v1_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_starwars_v1_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_starwars_v1_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_starwars_v2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_surf_froyo_lite_v1_4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_surf_froyo_lite_v1_5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_surf_froyo_v1_3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_SURVIVORS.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a10.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a15.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a17.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a3.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a4.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_s_a_m_a5.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_S_A_M_a6.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_s_a_m_a7.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_temple_raider_b4_ps_v4_1.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_temple_raider_b4_ps_v4_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_TESV_Skyrim_v5_2.bsp
L 07/31/2018 - 17:01:00: [mapfile_clear.smx] delete maps/ze_TESV_Skyrim_v5_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_TESV_Skyrim_v5_4.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_TESV_Skyrim_v5_5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v1_t2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v3_n.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v3_n1 - 副本.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v3_n1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v5beta_csgo1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v5beta_csgo2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v5beta_csgo5_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/white_list_map.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_antartika_b1_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_atix_helicopter_p.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_atix_panic_v1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_biohazard2_rpd_004.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_biohazard_manor_p2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_bioshock_go_v5_8.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_bioshock_v1_7_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_boatescape5_csgo_b4.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_chaos_b3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_chaos_v1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_christmas_b1_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_crazy_escape_v3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_dark_souls_ptd_v0_4_csgo.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_desert_fox_v6_9.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_diddle_v1_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_diddle_v1_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffvii_cosmo_canyon_v5fix_b4k.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_FFVII_Mako_Reactor_V6_B08_PS5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffxii_feywood.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffxii_feywood_b3_1_e2_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffxii_paramina_rift_v1_4_go3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v8zeta1_ps1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_ffxii_westersand_v8zeta1_x6.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_firewall_laboratory_part2_p1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_floatingisland_b6.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_forest_a0_0.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_grand_boatescape_p2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_grau_a01_0.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_gris_v1_10f - 副本.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_harry_potter_t.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_hobbit_escape_b2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_icecap_escape_act2_b1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_indiana_jones_v4a_004.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_mirrors_edge_reborn_v4_2_p3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_mountain_escape_v2_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_naruto_v2_6e.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_otakuroom_v5_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_panic_escape_v3_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_paper_escaper_v1_p.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_Paradisus_Exploratio_b1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_paranoid_rezurrection_v11_9_ps12.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_Parking_p2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_Parking_p3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e4.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e7.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pidaras_v1_4fix3_e8.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_1 - 副本.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_pirates_port_royal_v5_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v5fix.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v6_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v6_3fix.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v6_3_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v6_3_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v7.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_PKMN_Adventure_v8_t5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b2 - 副本 (2).bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b2 - 副本 (3).bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b2 - 副本.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_platformer_b6.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_portal_story_v1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_portal_story_v1_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_Predator_Ultimate_p.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_predator_ultimate_p5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_predator_ultimate_p6.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_predator_ultimate_v3_p3.bsp
